-IELREHX_js,1092.68,0.401316,0,0.766447,0.666667,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.71,0.402961,0,0.766447,0.666667,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.76,0.402961,0,0.768092,0.666667,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.8,0.404605,0,0.769737,0.669591,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.83,0.404605,0,0.769737,0.669591,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.88,0.40625,0,0.771382,0.669591,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.92,0.40625,0,0.774671,0.672515,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1092.95,0.407895,0,0.774671,0.675439,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093,0.409539,0,0.776316,0.675439,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.04,0.409539,0,0.777961,0.678363,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.07,0.411184,0,0.779605,0.681287,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.11,0.411184,0,0.779605,0.684211,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.16,0.411184,0,0.779605,0.687135,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.19,0.412829,0,0.78125,0.687135,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.23,0.412829,0,0.78125,0.690058,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.28,0.412829,0,0.78125,0.690058,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.31,0.412829,0,0.78125,0.692982,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.35,0.414474,0,0.78125,0.692982,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.4,0.414474,0,0.78125,0.692982,NOT_SPEAKING,-IELREHX_js_1080_1140:6
-IELREHX_js,1093.43,0.412829,0,0.78125,0.690058,NOT_SPEAKING,-IELREHX_js_1080_1140:6
